student_id,gender,department,semester,gpa_band,ds1_gpa,ds1_studytimeweekly,ds1_absences,ds1_tutoring,ds1_parentalsupport,ds1_extracurricular,ds1_sports,ds1_music,ds1_volunteering,ds1_parentaleducation,ds2_study_hours_per_day,ds2_sleep_hours_per_day,ds2_social_hours_per_day,ds2_physical_activity_hours_per_day,ds2_stress_level,ds4_university_gpa,ds4_internships_completed,ds4_projects_completed,ds4_certifications,ds4_soft_skills_score,ds4_networking_score,ds4_job_offers,ds4_starting_salary,ds4_career_satisfaction,ds4_work_life_balance,ds4_current_job_level,ds5_major,ds5_interested_domain,ds5_future_career,ds5_projects,ds5_python,ds5_sql,ds5_java,gender_label,ds5_has_career_data,ds4_gpa_is_synthetic,ds2_study_hours_weekly
STU_00021,0,CSE,7,3,7.4674,17.948381001563472,6,0,2,0,0,1,1,1,6.3,7.4,0.3,8.6,2,2.9,1.0,4.0,1.0,6.0,4.9,1.0,47400.0,6.0,8.0,1,Computer Science,Web Development,Web Developer,E-commerce Website,1.3,2.7,2.8,Female,1,1,44.1
STU_00022,1,CSE,1,2,5.3294,18.079061303797783,18,1,1,1,1,0,0,3,5.9,6.3,1.4,7.0,1,2.8,0.0,2.0,0.0,5.0,4.0,0.0,31500.0,5.0,7.1,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,41.3
STU_00023,0,IT,5,1,2.6267,17.314544742135872,29,0,4,0,1,0,0,2,5.3,9.6,0.6,6.5,1,3.0,1.0,3.0,1.0,6.1,4.9,1.0,50500.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,37.1
STU_00024,1,CSE,3,1,2.0453,15.827054473046688,28,0,1,1,1,0,0,2,5.8,7.0,0.3,9.5,1,3.0,1.0,3.0,1.0,6.0,5.0,1.0,51100.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,40.6
STU_00025,1,Mechanical,4,4,7.7213,17.415943446762263,10,1,4,0,1,0,0,0,7.6,5.5,3.9,5.1,3,3.5,3.0,7.0,3.0,8.0,6.9,3.0,88900.0,7.9,7.0,2,Computer Science,Human-Computer Interaction,UX Designer,User Experience Researcher,1.0,1.6,2.8,Male,1,1,53.2
STU_00026,1,CSE,3,1,2.308,3.5931857805982403,23,0,2,1,0,0,1,2,6.2,6.1,0.4,9.8,2,3.0,1.0,3.0,1.0,6.0,5.0,1.0,48500.0,6.1,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,43.4
STU_00027,1,Mechanical,8,1,2.7897,17.248682602823138,26,1,3,1,0,0,0,1,6.8,8.9,4.0,1.3,2,2.9,0.0,2.0,0.0,5.0,3.9,0.0,36900.0,5.0,7.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,47.6
STU_00028,1,IT,1,1,3.3192,3.283699281127175,18,0,2,0,0,0,0,1,6.0,6.8,6.0,2.7,2,3.0,1.0,3.0,1.0,5.9,5.0,1.0,50300.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,42.0
STU_00029,1,CSE,2,3,7.0464,9.14047904385251,5,1,3,0,0,0,0,2,5.9,6.7,1.3,7.6,1,3.0,1.0,4.0,1.0,5.9,4.9,1.0,50700.0,6.0,8.1,1,Computer Science,Software Development,Embedded Software Engineer,Embedded Systems,1.0,3.0,2.2,Male,1,1,41.3
STU_00030,0,ECE,2,2,5.432,11.301475829602106,7,0,1,0,0,0,1,1,5.7,8.6,3.0,6.4,1,2.9,1.0,4.0,1.0,6.0,5.0,1.0,48900.0,6.1,8.1,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,39.9
STU_00031,0,ECE,2,3,7.0052,13.733008467080746,6,0,2,1,1,0,0,3,6.6,5.8,3.0,7.0,3,3.0,1.0,3.0,1.0,5.9,5.0,1.0,50400.0,6.1,8.0,1,Computer Science,Web Development,Web Developer,E-commerce Website,1.3,3.0,2.9,Female,1,1,46.2
STU_00032,0,IT,8,3,6.392,3.258053089547881,8,0,2,1,1,0,0,1,5.8,7.2,3.0,4.1,1,3.0,1.0,3.0,1.0,6.0,5.1,1.0,52900.0,6.0,8.0,1,Computer Science,Computer Graphics,Graphics Programmer,3D Rendering,1.2,2.0,3.0,Female,1,1,40.6
STU_00033,1,CSE,5,2,5.4965,14.44747015265597,13,1,2,0,0,0,0,0,5.3,5.2,0.4,11.1,3,2.9,0.0,2.0,0.0,6.0,4.1,0.0,34900.0,5.1,7.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,37.1
STU_00034,1,CSE,7,5,9.5755,12.57442774051164,0,1,3,1,0,0,0,1,8.8,6.4,4.1,0.7,3,3.6,3.0,7.0,3.0,8.0,7.0,3.0,93900.0,7.9,6.0,2,Computer Science,Web Development,Web Developer,E-commerce Website,1.0,3.0,2.8,Male,1,0,61.6
STU_00035,1,ECE,5,2,5.5501,3.206180790311377,10,0,1,1,1,0,1,0,6.1,9.9,2.6,1.4,2,2.9,0.0,2.0,0.0,4.9,4.0,0.0,39200.0,5.0,7.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,42.7
STU_00036,0,ECE,5,2,4.3888,4.784221760684375,15,0,1,1,0,1,0,2,5.3,7.7,3.8,5.1,1,3.0,1.0,3.0,1.0,6.0,5.1,1.0,49300.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,37.1
STU_00037,1,CSE,5,3,6.3666,11.709718766300712,5,1,3,0,0,0,0,1,5.2,6.0,2.4,9.9,1,3.0,1.0,3.0,1.0,6.0,4.9,1.0,47800.0,6.1,8.0,1,Computer Science,Computer Graphics,Graphics Programmer,3D Rendering,1.1,1.7,3.0,Male,1,1,36.4
STU_00038,0,IT,7,2,4.8102,15.90145762362328,13,0,2,1,0,0,0,3,5.5,8.9,1.0,5.1,1,2.9,0.0,2.0,0.0,4.9,3.9,0.0,35800.0,5.0,7.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,38.5
STU_00039,0,CSE,1,4,7.8004,5.915056692406589,2,1,3,0,0,0,0,1,5.7,8.1,3.2,3.8,1,3.2,2.0,5.0,2.0,7.0,6.0,2.0,65600.0,7.0,7.0,2,Computer Science,Computer Graphics,Game Developer,Game Development,1.0,2.6,2.8,Female,1,0,39.9
STU_00040,1,ECE,4,2,4.8102,15.90145762362328,13,0,2,1,0,0,0,3,5.8,9.3,5.7,2.5,1,2.8,0.0,2.0,0.0,5.0,4.1,0.0,31000.0,5.0,7.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,40.6
STU_00041,1,CSE,1,3,6.781,18.85219420317312,3,0,0,1,0,0,0,1,5.1,8.9,3.4,5.2,1,3.0,1.0,3.0,1.0,6.0,5.0,1.0,48300.0,6.0,8.0,1,Computer Science,Data Science,Data Scientist,Machine Learning,1.9,3.0,1.6,Male,1,1,35.7
STU_00042,1,Mechanical,7,1,2.6758,6.265014809776439,20,0,2,1,0,0,0,2,6.1,9.7,2.8,2.5,2,2.8,0.0,2.0,0.0,5.1,4.0,0.0,31900.0,5.0,7.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,42.7
STU_00043,0,IT,8,1,2.666,17.220176426160272,28,0,4,0,0,0,0,2,5.5,6.7,5.2,4.8,1,3.0,1.0,3.0,1.0,6.1,4.9,1.0,47900.0,6.1,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,38.5
STU_00044,1,IT,4,1,1.441,0.1850504487180471,26,0,4,0,0,0,0,1,6.1,5.7,1.1,9.3,3,3.0,1.0,3.0,1.0,6.0,5.0,1.0,48800.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,42.7
STU_00045,1,CSE,3,1,3.2339,5.370001523949908,22,1,3,0,0,0,0,3,5.9,5.5,3.8,6.9,3,3.0,1.0,3.0,1.0,6.0,5.0,1.0,55600.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,41.3
STU_00046,1,ECE,3,1,3.1466,16.50269751322838,25,1,2,0,0,1,0,2,6.1,9.7,2.8,2.5,2,3.0,1.0,3.0,1.0,6.0,5.0,1.0,44200.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,42.7
STU_00047,0,ECE,7,1,2.6026,0.6757830189649727,19,1,0,0,0,0,0,2,5.6,7.1,2.3,5.5,1,3.0,1.0,3.0,1.0,6.0,5.0,1.0,50600.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,39.2
STU_00048,1,IT,8,1,3.4642,5.365520409071134,15,0,2,0,0,0,0,2,6.7,5.6,2.5,9.1,3,3.0,1.0,3.0,1.0,6.1,5.0,1.0,52300.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,46.9
STU_00049,0,ECE,5,2,4.5869,9.957383610286383,10,0,1,0,1,0,1,2,5.3,7.6,4.5,4.2,1,3.0,1.0,3.0,1.0,5.9,4.9,1.0,50900.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,37.1
STU_00050,1,IT,7,2,5.738,10.298589907849657,11,1,0,1,0,0,0,3,5.7,5.0,1.0,9.3,3,3.0,1.0,4.0,1.0,6.0,5.0,1.0,51600.0,6.0,7.9,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,39.9
STU_00051,0,IT,3,2,3.8048,5.371592086659332,17,0,2,1,0,0,0,1,6.3,8.8,3.6,2.6,2,3.0,1.0,4.0,1.0,6.1,4.9,1.0,53000.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,44.1
STU_00052,1,IT,6,1,3.4357,14.593568272944824,19,0,1,1,0,1,1,1,5.7,5.0,1.0,9.3,3,3.0,1.0,3.0,1.0,6.0,4.9,1.0,53000.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,39.9
STU_00053,1,CSE,1,1,1.6011,18.40227626645257,22,0,0,0,1,0,0,0,5.3,5.2,0.4,11.1,3,3.0,1.0,3.0,1.0,6.0,5.0,1.0,51000.0,6.0,7.9,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,37.1
STU_00054,0,CSE,7,4,7.847,13.023954241906928,13,1,2,1,1,0,0,2,8.8,9.0,1.5,1.5,3,3.5,3.0,7.0,3.0,9.0,8.0,3.0,93400.0,8.0,6.0,2,Computer Science,Data Science,Data Analyst,Data Mining,2.1,1.0,2.7,Female,1,1,61.6
STU_00055,1,CSE,2,2,6.1258,8.745632964892351,9,0,3,0,0,0,0,1,5.1,6.6,0.3,9.2,1,2.8,0.0,2.0,0.0,5.0,4.0,0.0,31800.0,5.0,7.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,35.7
STU_00056,0,ECE,7,2,3.8718,4.224165171759033,19,0,3,0,1,1,0,2,5.5,9.1,4.4,1.4,1,2.8,0.0,2.0,0.0,5.1,4.0,0.0,31200.0,5.0,7.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,38.5
STU_00057,0,ECE,2,1,1.5903,13.148886543549295,27,0,3,0,0,0,0,2,5.3,7.6,4.5,4.2,1,2.9,0.0,2.0,0.0,6.0,5.0,0.0,32700.0,5.1,7.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,37.1
STU_00058,1,Mechanical,2,3,6.5391,3.410607787875506,5,0,0,0,0,0,0,0,6.5,8.0,4.2,2.7,2,3.0,1.0,3.0,1.0,6.0,5.0,1.0,47500.0,6.0,7.0,1,Computer Science,Cybersecurity,Information Security Analyst,Network Security,1.6,1.2,3.0,Male,1,1,45.5
STU_00059,0,ECE,2,1,3.4004,15.424496305808074,22,1,1,1,0,0,0,4,5.2,9.8,3.0,4.6,1,3.0,1.0,3.0,1.0,6.1,5.0,1.0,46000.0,6.1,7.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,36.4
STU_00060,1,ECE,2,2,4.6956,9.612960566248178,10,0,1,0,0,0,0,2,6.0,6.8,6.0,2.7,2,2.9,0.0,2.0,0.0,6.0,5.0,0.0,34300.0,5.0,7.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,42.0
STU_00061,1,IT,1,5,9.5918,18.67230755670188,4,1,3,1,1,0,1,2,8.8,9.8,3.0,1.0,3,3.7,3.0,8.0,3.0,9.0,8.0,4.0,101500.0,9.0,6.0,2,Computer Science,Artificial Intelligence,NLP Research Scientist,Natural Language Processing,2.6,2.1,1.2,Male,1,0,61.6
STU_00062,1,ECE,6,2,4.4109,15.843798765504902,17,0,0,1,0,0,0,1,5.8,7.0,0.3,9.5,1,2.8,0.0,2.0,0.0,5.0,4.0,0.0,30000.0,5.0,7.1,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,40.6
STU_00063,0,CSE,7,2,4.4152,14.610293080526532,16,1,3,0,0,0,1,3,5.3,7.7,3.8,5.1,1,3.0,1.0,3.0,1.0,6.0,4.9,1.0,45400.0,6.0,8.1,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,37.1
STU_00064,1,CSE,1,2,5.3646,13.38696701525592,18,0,4,0,1,1,0,3,5.9,5.5,3.8,6.9,3,3.0,1.0,3.0,1.0,6.1,5.0,1.0,50200.0,6.0,7.9,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,41.3
STU_00065,0,IT,7,3,6.9785,14.252028145967865,8,0,3,0,0,0,0,0,8.6,8.5,0.0,4.3,3,3.0,1.0,3.0,1.0,6.0,5.0,1.0,48600.0,6.0,8.0,1,Computer Science,Data Science,Data Scientist,Machine Learning,1.9,3.0,1.1,Female,1,1,60.2
STU_00066,0,CSE,7,3,6.9295,18.484368696853203,11,1,3,1,0,0,0,1,7.7,8.8,3.5,3.6,2,3.0,1.0,3.0,1.0,6.0,5.0,1.0,46200.0,6.0,8.0,1,Computer Science,Mobile App Development,Mobile App Developer,Android App Development,1.8,1.0,3.0,Female,1,1,53.9
STU_00067,1,IT,1,1,2.1362,15.450451835250888,27,0,3,0,0,1,0,1,5.7,6.0,3.0,6.8,1,3.0,1.0,3.0,1.0,6.0,5.1,1.0,50300.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,39.9
STU_00068,0,ECE,1,1,2.5704,6.013112811214882,22,0,3,0,0,0,0,0,5.6,7.1,2.3,5.5,1,3.0,1.0,3.0,1.0,6.1,5.0,1.0,45700.0,6.0,7.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,39.2
STU_00069,0,ECE,7,1,2.6962,19.521411720638085,29,0,3,1,1,0,0,0,5.8,9.3,5.7,2.5,1,2.9,1.0,4.0,1.0,6.0,5.0,1.0,48500.0,6.0,7.9,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,40.6
STU_00070,1,CSE,5,1,1.7866,4.997349305158587,27,0,2,1,0,0,0,3,7.0,7.1,5.8,1.4,2,3.0,1.0,4.0,1.0,6.0,5.0,1.0,53400.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,49.0
STU_00071,0,Civil,1,1,1.7739,8.882260103508129,25,1,1,0,0,0,0,0,5.5,6.7,5.2,4.8,1,3.0,1.0,3.0,1.0,6.0,5.0,1.0,54700.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,38.5
STU_00072,1,CSE,1,4,8.1991,3.8516326491705577,0,0,3,1,0,0,0,2,8.8,9.8,1.0,0.2,3,3.5,3.0,7.0,3.0,8.9,8.0,3.0,92800.0,8.0,6.0,2,Computer Science,Mobile App Development,Mobile App Developer,iOS App Development,1.1,3.0,2.0,Male,1,1,61.6
STU_00073,1,CSE,3,4,7.6316,6.969559515913106,0,1,2,0,0,0,0,0,7.4,5.6,1.7,6.7,3,3.5,3.0,7.0,3.0,8.0,7.0,3.0,88300.0,8.0,7.0,2,Computer Science,Information Retrieval,SEO Specialist,Search Engine Optimization,1.0,2.5,3.0,Male,1,1,51.8
STU_00074,0,CSE,1,1,0.8493,2.836887952339704,27,0,1,0,0,0,0,2,7.0,7.1,5.8,1.4,2,3.0,1.0,3.0,1.0,6.0,5.0,1.0,52600.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,49.0
STU_00075,0,Civil,6,2,4.1918,5.16528715774327,19,1,3,0,0,0,0,3,5.7,5.0,1.0,9.3,3,2.8,0.0,2.0,0.0,5.1,3.9,0.0,30000.0,5.1,7.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,39.9
STU_00076,1,IT,7,2,5.6392,18.018154605339813,12,0,2,0,0,0,0,1,6.1,9.7,2.8,2.5,2,3.0,1.0,3.0,1.0,6.0,5.0,1.0,40400.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,42.7
STU_00077,0,CSE,7,4,8.4173,12.67699637470648,5,0,3,1,0,1,0,1,6.3,9.0,3.4,1.8,2,3.2,1.0,4.0,1.0,6.9,6.0,1.0,52000.0,6.0,7.0,1,Computer Science,Mobile App Development,Mobile App Developer,Android App,1.7,1.3,3.0,Female,1,0,44.1
STU_00078,0,CSE,8,2,6.0102,11.112343093648056,11,0,3,0,0,0,0,1,5.8,9.3,5.7,2.5,1,3.0,1.0,3.0,1.0,6.0,5.1,1.0,48400.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,40.6
STU_00079,0,CSE,2,1,2.1,4.637192277656967,25,0,4,1,0,1,0,2,5.1,6.6,0.3,9.2,1,3.0,1.0,3.0,1.0,5.9,5.0,1.0,47600.0,6.0,7.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,35.7
STU_00080,1,CSE,8,1,0.6082,4.999179624789911,26,1,1,0,0,0,0,1,5.9,6.3,1.4,7.0,1,3.0,1.0,3.0,1.0,6.1,5.1,1.0,48700.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,41.3
STU_00081,1,IT,2,2,5.2167,6.104290602577183,7,0,2,1,0,0,0,1,5.7,6.0,3.0,6.8,1,3.0,1.0,3.0,1.0,6.1,5.0,1.0,51200.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,39.9
STU_00082,0,Civil,3,1,3.6711,16.223252077582643,24,0,3,1,1,0,0,0,6.3,8.8,3.6,2.6,2,3.0,1.0,3.0,1.0,6.0,5.1,1.0,48100.0,6.1,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,44.1
STU_00083,0,ECE,1,2,4.7865,10.10056092297534,14,1,1,0,0,0,0,3,6.2,6.1,0.4,9.8,2,3.0,1.0,3.0,1.0,6.1,5.0,1.0,49200.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,43.4
STU_00084,0,IT,7,4,8.3684,16.388557073407302,3,1,4,0,0,0,0,2,7.1,6.8,4.5,4.6,2,3.4,2.0,5.0,2.0,7.0,6.0,2.0,75900.0,7.0,6.0,2,Computer Science,Database Management,Database Administrator,SQL Query Optimization,2.3,1.4,3.0,Female,1,1,49.7
STU_00085,0,ECE,8,2,6.1773,11.528111029072669,9,0,2,0,1,0,0,2,5.2,8.4,0.1,7.9,1,3.0,1.0,3.0,1.0,6.0,4.9,1.0,53200.0,6.0,8.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Female,0,1,36.4
STU_00086,1,IT,8,1,2.8072,17.53120981577435,25,1,3,0,0,0,0,1,5.5,6.7,5.2,4.8,1,3.0,1.0,3.0,1.0,6.0,5.0,1.0,47500.0,6.0,7.0,1,Unknown,Unknown,Unknown,Unknown,1.8,2.1,2.7,Male,0,1,38.5
STU_00087,0,Civil,3,5,8.9423,19.27635322376361,3,1,4,0,0,0,0,2,8.8,9.8,0.2,3.0,3,3.7,3.0,8.0,3.0,9.0,7.9,4.0,100700.0,9.1,6.0,2,Computer Science,Digital Forensics,Digital Forensics Specialist,Computer Forensic Analyst,1.0,1.9,3.0,Female,1,0,61.6
